x,y,z,t
0.0000,18.7129,13.1188,34.2281
0.0000,18.4158,13.0693,34.3285
0.0000,18.1188,13.0198,34.4288
0.0000,17.8218,12.9703,34.5292
0.0000,17.5248,12.9208,34.6296
0.0000,17.2277,12.8713,34.7300
0.0000,16.9307,12.8218,34.8303
0.0000,16.6337,12.7723,34.9307
0.0000,16.3366,12.7228,35.0311
0.0000,16.0396,12.6733,35.1315
0.0000,15.7426,12.6238,35.2318
0.0000,15.4455,12.5743,35.3322
0.0000,15.1485,12.5248,35.4326
0.0000,14.8515,12.4752,35.5330
0.0000,14.5545,12.4257,35.6333
0.0000,14.2574,12.3762,35.7337
0.0000,13.9604,12.3267,35.8341
0.0000,13.6634,12.2772,35.9345
0.0000,13.3663,12.2277,36.0348
0.0000,13.0693,12.1782,36.1352
0.0000,12.7723,12.1287,36.2356
0.0000,12.4752,12.0792,36.3360
0.0000,12.1782,12.0297,36.4363
0.0000,11.8812,11.9802,36.5367
0.0000,11.5842,11.9307,36.6371
0.0000,11.2871,11.8812,36.7375
0.0000,10.9901,11.8317,36.8379
0.0000,10.6931,11.7822,36.9382
0.0000,10.3960,11.7327,37.0386
0.0000,10.0990,11.6832,37.1390
0.0000,9.8020,11.6337,37.2394
0.0000,9.5050,11.5842,37.3397
0.0000,9.2079,11.5347,37.4401
0.0000,8.9109,11.4851,37.5405
0.0000,8.6139,11.4356,37.6409
0.0000,8.3168,11.3861,37.7412
0.0000,8.0198,11.3366,37.8416
0.0000,7.7228,11.2871,37.9420
0.0000,7.4257,11.2376,38.0424
0.0000,7.1287,11.1881,38.1427
0.0000,6.8317,11.1386,38.2431
0.0000,6.5347,11.0891,38.3435
0.0000,6.2376,11.0396,38.4439
0.0000,5.9406,10.9901,38.5442
0.0000,5.6436,10.9406,38.6446
0.0000,5.3465,10.8911,38.7450
0.0000,5.0495,10.8416,38.8454
0.0000,4.7525,10.7921,38.9457
0.0000,4.4554,10.7426,39.0461
0.0000,4.1584,10.6931,39.1465
0.0000,3.8614,10.6436,39.2469
0.0000,3.5644,10.5941,39.3472
0.0000,3.2673,10.5446,39.4476
0.0000,2.9703,10.4950,39.5480
0.0000,2.6733,10.4455,39.6484
0.0000,2.3762,10.3960,39.7487
0.0000,2.0792,10.3465,39.8491
0.0000,1.7822,10.2970,39.9495
0.0000,1.4851,10.2475,40.0499
0.0000,1.1881,10.1980,40.1502
0.0000,0.8911,10.1485,40.2506
0.0000,0.5941,10.0990,40.3510
0.0000,0.2970,10.0495,40.4514
0.0000,0.0000,10.0000,40.5518
